9d09e145c6b5d33,REX/ai/skullbreaker/electric_body_loop
8d8e7427fee925d,electric/fx_elec_sparks_barge_roof_orange_blkstn
579ec2d5c6e12c,electric/fx_elec_sparks_big_screen
e84a750b74d12f9,electric/fx_elec_sparks_boat_scrape_biodomes
ce3301081a72aa4,electric/fx_elec_sparks_bounce_blue
122ad2e2d014e20,electric/fx_elec_sparks_bounce_blue_md
3ba6da13f7cd498,electric/fx_elec_sparks_bounce_blue_optim
330ca79b8a1e801,electric/fx_elec_sparks_bounce_blue_pale
c433004ae6500fa,electric/fx_elec_sparks_bounce_lg_blue
22e3058315f2984,electric/fx_elec_sparks_bounce_lg_orange
8280429148f8174,electric/fx_elec_sparks_bounce_md_orange
591c83db500d042,electric/fx_elec_sparks_bounce_orange
dc37e3ac98bf426,electric/fx_elec_sparks_bounce_orange_saturated
dd603b9f2caa9e1,electric/fx_elec_sparks_bounce_sm_blue
12e56bbb8b7fce1,electric/fx_elec_sparks_bounce_sm_blue_optim
3af7f472d1051e7,electric/fx_elec_sparks_bounce_sm_orange
1081a84f4f68775,electric/fx_elec_sparks_bounce_white
ac4e1a8ee0e0c80,electric/fx_elec_sparks_burst_blue
c133c510e5bb33,electric/fx_elec_sparks_burst_blue_fall_amb
c2213c5297cf558,electric/fx_elec_sparks_burst_blue_fall_lng
40e7d6d975d935b,electric/fx_elec_sparks_burst_blue_fall_lng_runner
c52eb0fa92d6e54,electric/fx_elec_sparks_burst_blue_optim
b45f2fddcc605c6,electric/fx_elec_sparks_burst_blue_sm_physx
326777c549f7f65,electric/fx_elec_sparks_burst_lg
846c2eb7d0ad760,electric/fx_elec_sparks_burst_lg_os
ab12148e5c1dbea,electric/fx_elec_sparks_burst_med_os_doa
320a724109f374b,electric/fx_elec_sparks_burst_orange_train
d4f079395198b80,electric/fx_elec_sparks_burst_orng_chunk
1344ee927c58415,electric/fx_elec_sparks_burst_orng_fall_amb_drip
e1ee597653678a6,electric/fx_elec_sparks_burst_orng_fall_lng
a389559316b9161,electric/fx_elec_sparks_burst_orng_fall_lng_runner
3c3d46d0c44a583,electric/fx_elec_sparks_burst_orng_smk_em
5f735536baadfec,electric/fx_elec_sparks_burst_sm_circuit
e06543b1bef0233,electric/fx_elec_sparks_burst_sm_circuit_os
c321d219acf41b2,electric/fx_elec_sparks_burst_sm_fuse_box
fc215919ecce5ac,electric/fx_elec_sparks_burst_sm_omni_blue_os
907402036f045a6,electric/fx_elec_sparks_burst_sm_orange_os
2747c870437598f,electric/fx_elec_sparks_burst_sm_physx
24c14b393bb051f,electric/fx_elec_sparks_burst_sm_physx_delay
217b58d89ce10ee,electric/fx_elec_sparks_burst_sm_physx_delay_fast
2a6aab805dbd13a,electric/fx_elec_sparks_burst_sm_physx_os
a4c7982418541de,electric/fx_elec_sparks_burst_sm_physx_os_delay
8b373327aacfc4d,electric/fx_elec_sparks_burst_sm_physx_os_delay_long
87efd97c211742e,electric/fx_elec_sparks_burst_sm_physx_wind
7b35e442da7fb35,electric/fx_elec_sparks_burst_xlg
c73dc58b03e7b50,electric/fx_elec_sparks_burst_xlg_os
f34a2de61d88b9c,electric/fx_elec_sparks_burst_xsm_omni_blue_os
e3daf2f9f904a30,electric/fx_elec_sparks_burst_xsm_omni_blue_os_optim
97e99f20788efda,electric/fx_elec_sparks_burst_xsm_omni_orange_os
cacb2f41c7bdb1a,electric/fx_elec_sparks_circuit_md
42f7bdc59bcac56,electric/fx_elec_sparks_control_box_chinatown
7737a979944e389,electric/fx_elec_sparks_control_box_os_chinatown
55720008c31e762,electric/fx_elec_sparks_dir_blue_os
3a61c7509e6d67d,electric/fx_elec_sparks_dir_sm_os_orange
a30a59aca24c5bb,electric/fx_elec_sparks_dir_sm_os_y_blue
6a9973a9cf6de4a,electric/fx_elec_sparks_dir_wire_sm_orange
695c613e80fd26,electric/fx_elec_sparks_directional_blue
b01507f65956186,electric/fx_elec_sparks_directional_blue_prologue
47d7c60dbb7c558,electric/fx_elec_sparks_directional_orange
7f9d2669939fd15,electric/fx_elec_sparks_directional_os_blue
815b6ccf0ee19f4,electric/fx_elec_sparks_directional_os_neg_y_orange
f20984120720563,electric/fx_elec_sparks_directional_os_orange
5ebc5ad05befbb0,electric/fx_elec_sparks_directional_os_spire
1c26b848da7bf3f,electric/fx_elec_sparks_directional_os_y_orange
646dda31ebe3b2,electric/fx_elec_sparks_directional_sm_os_neg_x_orange
1d4895c4f2d3a27,electric/fx_elec_sparks_directional_sm_os_neg_y_orange
906fa09b7b5cb98,electric/fx_elec_sparks_directional_sm_os_orange
91ecd1313dd2dc8,electric/fx_elec_sparks_directional_sm_os_y_orange
127b417a174d1e5,electric/fx_elec_sparks_directional_spire
c7d4fcd83956622,electric/fx_elec_sparks_directional_station_ramses
a57571b96356f77,electric/fx_elec_sparks_hunter_fan
f4ae3d1d445fb3a,electric/fx_elec_sparks_hunter_fan_crashed
208bbb85a792550,electric/fx_elec_sparks_int_spire
d23b7cd4d05371f,electric/fx_elec_sparks_int_spire_os
4ad6363024c0923,electric/fx_elec_sparks_lg_wire_blue
36c5b3afa7fa31d,electric/fx_elec_sparks_line_100
5a4e7c8773d7ade,electric/fx_elec_sparks_line_arch
b000c4bc8ea3137,electric/fx_elec_sparks_line_spiral
875d735fbf995d9,electric/fx_elec_sparks_loop_blue_1x1
ef8501bc1fecd7d,electric/fx_elec_sparks_loop_orange_10x10
4f29b50a8040287,electric/fx_elec_sparks_loop_orange_1x1
2f78bf0dd11ede4,electric/fx_elec_sparks_monitor_dest
395f7c74a68dd36,electric/fx_elec_sparks_plane_sm_02_os
7c31553909b937e,electric/fx_elec_sparks_plane_sm_02_runner
5845ccd9937253b,electric/fx_elec_sparks_plane_sm_os
c80d48e3b064bd7,electric/fx_elec_sparks_plane_sm_runner
cc6696117b2549c,electric/fx_elec_sparks_sizzle_sm_orange
1a1b04abb853756,electric/fx_elec_sparks_sizzle_sm_orange_nophysx
75a75dbf78d5c8a,electric/fx_elec_sparks_sm_burst_blackstation
e761f8eb47b9ce9,electric/fx_elec_sparks_sm_burst_blackstation_os
fc2d7c94bcfc1ed,electric/fx_elec_sparks_sm_directional_blue
93e815ab1501b8b,electric/fx_elec_sparks_sm_directional_orange
da65d54fed6b57f,electric/fx_elec_sparks_sm_directional_orange_china
68eaa12bf065022,electric/fx_elec_sparks_sm_directional_os_orange
58e67ffc1bbcdba,electric/fx_elec_sparks_sm_drip_os
613573cee1fa36b,electric/fx_elec_sparks_sm_drip_os_blue
af482b2ef8cf981,electric/fx_elec_sparks_sm_drip_sing_blackstation
62c4c50d2b49394,electric/fx_elec_sparks_sm_drip_sing_blackstation_os
68826ae26353d0e,electric/fx_elec_sparks_sm_int_factory_zmb
a1c2e74f40b9a13,electric/fx_elec_sparks_sm_int_os_factory_zmb
3ad8e189a8de4aa,electric/fx_elec_sparks_sm_wire_blue
c04fb8391dd08fe,electric/fx_elec_sparks_sm_wire_blue_underwater_sgen
c79643f5b83abd9,electric/fx_elec_sparks_sm_wire_control_box
898669ca389679c,electric/fx_elec_sparks_sm_wire_control_box_os
41628610285f5b4,electric/fx_elec_sparks_sm_wire_orange
4b5e833948c0e1a,electric/fx_elec_sparks_sm_wire_tall_blue
6ba345ff97993a4,electric/fx_elec_sparks_sm_wire_tall_orange
fb112a2f00edc5b,electric/fx_elec_sparks_train_light_blue_sm_burst
33391f546f7cf37,electric/fx_elec_sparks_train_lights_blue_sm
eaf8383670690c6,electric/fx_elec_sparks_train_lights_parent
b05f9ee6773378e,electric/fx_elec_sparks_veiled
748cd4e47c1226c,electric/fx_elec_sparks_vtol_wing
7df0eaf2460bbb0,electric/fx_elec_sparks_wire_hanging_sub_ramses
b7c894165232a21,electric/fx_elec_static_tv_china
58b07839674a866,electric/fx_elec_static_tv_sm_china
50208c79edb237e,electric/fx_elec_synapse_storm_arc_all
2d6ca844c2856cf,electric/fx_elec_synapse_storm_arcs
ca8a3bfe9547c32,electric/fx_elec_synapse_storm_arcs_hero_01
3ae47c02d6303d2,electric/fx_elec_synapse_storm_arcs_hero_01_all
ca8a2bfe9547a7f,electric/fx_elec_synapse_storm_arcs_hero_02
6c8958f698f7e33,electric/fx_elec_synapse_storm_arcs_hero_02_all
ff46f4d768bf7df,electric/fx_elec_taylor_server_interface
493121bbf4507fa,electric/fx_elec_taylor_server_interface_flash
e013171ddf456ed,electric/fx_elec_veh_dmg_weakspot
a66d1bd3dc617b,electric/fx_elec_warlord_damage_1
a66e1bd3dc632e,electric/fx_elec_warlord_damage_2
ad7475941ad83e9,electric/fx_elec_warlord_lower_damage_1
ad7445941ad7ed0,electric/fx_elec_warlord_lower_damage_2
d5dc86ef6b23ee6,electric/fx_elec_wire_sparking_sm_blue_loop
63d8ab51fc98bdd,electric/fx_elec_wire_sparking_sm_blue_loop_os
8485e0907a612b2,electric/fx_elec_wire_sparking_sm_blue_os
8c22f5d7ef712d0,electric/fx_sparks_burst_dir_lg_x_blue_os
e6727f557c1c41f,electric/fx_sparks_burst_dir_md_z030_orange_os
bd2283d114956cb,electric/fx_sparks_burst_dir_md_z135_orange_os
fd60a8c5562c5a3,electric/fx_sparks_burst_dir_md_z225_orange_os
2cef753fdc0aa83,electric/fx_sparks_burst_dir_md_z270_blue_os
645964a145ebacd,electric/fx_sparks_burst_dir_sm_x_blue_os
d5153a6cb483d8c,electric/fx_sparks_burst_dir_sm_z030_orange_os
2d22cbc6116485c,electric/fx_sparks_burst_dir_sm_z225_orange_os
8d1ab9a272e5483,electric/fx_sparks_burst_drip_sm_blue
3233a00bba1f14d,electric/fx_sparks_burst_drip_sm_orange
b73e3239c6b1de8,electric/fx_sparks_burst_line_lg_blue_hunter
a50881e390de075,electric/fx_sparks_burst_line_lg_orange_hunter_inverse
7f6afb186ed010c,electric/fx_sparks_burst_line_sm_blue_random
bec7357e81ba1d8,electric/fx_sparks_burst_line_sm_blue_random_lotus
4da4d7850825797,electric/fx_sparks_burst_line_sm_blue_random_lotus_os
7eb4223ec48999c,electric/fx_sparks_burst_line_sm_orange_lotus
aa4f76d88090762,electric/fx_sparks_burst_line_sm_orange_random
5a0dcc0309ade43,electric/fx_sparks_burst_line_xlg_orange_ferris_wheel
68163a8cca34b08,electric/fx_sparks_burst_line_xlg_orange_ferris_wheel_inverse
402257ee4cc9436,electric/fx_sparks_burst_line_xsm_orange_lotus
a003f06765a924c,electric/fx_sparks_door_turrethallway_biodome
cae8a2bea96e4bf,electric/fx_sparks_igc_spike_rip
9ff53ded5171e84,electric/fx_sparks_lg_orange_scrape_bridge_lotus
6af4f8c0b091542,electric/fx_sparks_lg_orange_scrape_debris_lotus
90cc1557d97a18d,electric/fx_sparks_lg_orange_scrape_shop_lotus
6030ac369030551,electric/fx_sparks_lg_orange_scrape_wall_lotus
49212979d8a8732,electric/fx_sparks_md_orange_scrape_debris_lotus
3d59b0c825cec89,electric/fx_sparks_md_orange_scrape_grate_vent_kick_lotus
47fe0ca005efee0,electric/fx_sparks_mobile_wall_ramses
458d16c48c8f126,electric/fx_sparks_mobile_wall_ramses02
af9c3a1e6905857,electric/fx_sparks_scrape_metal_md
c2fa772cc271cc7,electric/fx_sparks_scrape_metal_md_debris
c67fc60203b4aa3,electric/fx_sparks_trail_smk_sm_blue
19c13723ee2c858,electric/fx_sparks_truckflip_scrape_ramses
cc6fbc703deab61,electric/fx_sparks_warlord_foot_left_slide_left
78af2cde4034a42,electric/fx_sparks_warlord_foot_left_slide_right
95a7b35331f50b0,electric/fx_sparks_warlord_foot_right_slide_left
ece8eaee84e3405,electric/fx_sparks_warlord_foot_right_slide_right
3ed3760f1dd126e,electric/fx_sparks_zipline
d8cee891e8c61e8,electric_taser_beam_1
c8131abcd0f57ce,electrical/fx_elec_player_md
8d3c0772f39160d,env/electrical/fx_elec_wire_spark_burst
504d5808992cc4e,env/electrical/fx_elec_wire_spark_burst_blue
ab53e219dafa06a,env/electrical/fx_elec_wire_spark_dl_oneshot
d7bf16134887667,env/fire/fx_ash_embers_light
66829c0608eca7e,env/fire/fx_embers_falling_sm
de9032a79bf9abe,env/fire/fx_fire_150x600_tall_distant
75f694eec793bfb,env/fire/fx_fire_column_creep_sm
4c8ba1bb93f7f6d,env/fire/fx_fire_column_creep_xsm
1b215791b0bae89,env/fire/fx_fire_debris_xsmall
683de8797c275a3,env/fire/fx_fire_win_nsmk_0x35y50z
46d942c3dccafd5,env/fire/fx_static_fire_md_ndlight
bf50ef91abfe978,env/fire/fx_static_fire_sm_ndlight
3c364b45c0ac50c,env/light/fx_dlight_fire_glow
b9091044a5aeea3,env/light/fx_glow_hanginglamp
29ebf759eb5c6d9,env/light/fx_light_god_ray_sm_single
e4b81b23bb6b3a,env/light/fx_light_god_rays_dust_motes
613d26c31a4df4d,env/light/fx_ray_ceiling_amber_dim_sm
cb6cd2bd1c71237,env/smoke/fx_fog_low_floor_sm
c5d0b6abc2344fe,env/smoke/fx_fog_low_thick_sm
b91e8dc14cc01b9,env/smoke/fx_fog_rolling_thick_zombie
1f35d3edfd45d9b,env/smoke/fx_pipe_steam_md
af1498d262c82a7,env/smoke/fx_smoke_brush_smolder_md
124401a9729525,env/smoke/fx_smoke_crater_w
c2cc9c93ebd8b3d,env/smoke/fx_smoke_door_top_exit_drk
a87fb78d378c770,env/smoke/fx_smoke_hallway_faint_dark
81b424e3d35949e,env/water/fx_water_drips_hvy
98c053ee32cd1f2,env/water/fx_water_leak_runner_100
a278a5853e5f4f4,explosions/bo_grenade_explosion
14b2bbdb47e78d,explosions/fx_ability_exp_immolation
418dec1657207d0,explosions/fx_ability_exp_ravage_core
75281a402c4db04,explosions/fx_ability_exp_ravage_core_optim
21b31ab0f44255f,explosions/fx_ability_exp_ravage_core_upgrade
d8795bec89aa449,explosions/fx_exp_arena_billboard01_ramses
fe786c398841a4c,explosions/fx_exp_arena_billboard01_ramses_runner
ffbcb212573724e,explosions/fx_exp_arena_billboard02_ramses
4ccce958947ca49,explosions/fx_exp_arena_billboard02_ramses_runner
28495b67679f423,explosions/fx_exp_barn_reverse_infection
f451fcf29deb4ab,explosions/fx_exp_barn_reverse_infection_quick
cb6c662bed22c55,explosions/fx_exp_boat_biodome
c68992447973696,explosions/fx_exp_bomb_collar_blkstn
5146504768c835f,explosions/fx_exp_bomb_demo_mp
4326491af3312e1,explosions/fx_exp_bridge_debris_burst_lg
ab3a547bb100ad2,explosions/fx_exp_bridge_debris_burst_lg_inverse
5f7d030e8895ca7,explosions/fx_exp_bridge_dest_prologue
21ef210a2d7a530,explosions/fx_exp_bridge_rocket_burst
dbff5ccb147e92b,explosions/fx_exp_bridge_rocket_burst_inverse
26f97ef056d204b,explosions/fx_exp_buildings_01_reverse_infection
a18540de5303c9a,explosions/fx_exp_ca_igc_veng
594e934af9d6a9b,explosions/fx_exp_cauldron_crash
398167114462a61,explosions/fx_exp_cauldron_fall
5555b9b7116bd1e,explosions/fx_exp_cauldron_spill
f7e655bf9da7dfa,explosions/fx_exp_church_transition_infection
1e72e2120bb5f42,explosions/fx_exp_cin_rocket_lotus
1d213bb600cc70b,explosions/fx_exp_concrete_wall
a92018506c82d3b,explosions/fx_exp_crate_fall_biodomes
bcc11756461514d,explosions/fx_exp_dead_system
fdb5930a25ed212,explosions/fx_exp_debris_metal_md
6c1a9464aba2f64,explosions/fx_exp_debris_smoke_metal_lrg_blackstation
35da0ddb1f69f51,explosions/fx_exp_dest_barrel_concussion_lg
3ab96ddb238afa4,explosions/fx_exp_dest_barrel_concussion_sm
55d7000d1c17198,explosions/fx_exp_dest_barrel_concussion_sm_optim
b9cf2baf0364b36,explosions/fx_exp_dest_barrel_elec_lg
b69f8baf00afbcf,explosions/fx_exp_dest_barrel_elec_sm
68d6fec13f7c202,explosions/fx_exp_dest_barrel_lg
6ab75ec1410c9c3,explosions/fx_exp_dest_barrel_sm
f0a9c8fd86c06ec,explosions/fx_exp_dirt_blackstation
3a58e9161cb1fe0,explosions/fx_exp_discgun_default
af10139d3230d01,explosions/fx_exp_dni_raven_reveal
11a07e70e90c17,explosions/fx_exp_dni_raven_reveal_move
987060a77648285,explosions/fx_exp_dome_biodomes
dd59b07c2ea8004,explosions/fx_exp_drone_death
5cb16cf62687045,explosions/fx_exp_elec_robot_stand_down_lotus
13e06012d7577d7,explosions/fx_exp_elvsft_biodome
dae9c219cda8cf6,explosions/fx_exp_emp_lg_nworld
92694fdbabae8fd,explosions/fx_exp_emp_siegebot_veng
be67dc62929b433,explosions/fx_exp_engine_hit_tower
5a99eb176affd8d,explosions/fx_exp_equipment_lg
57656ffbb60eeef,explosions/fx_exp_ferris_wheel_rocket_hit
d98da461c88838f,explosions/fx_exp_fire_tendrils
4692cbba2ecd6dd,explosions/fx_exp_firebug
8478dcff579c74b,explosions/fx_exp_generic_aerial_lg
5e9948faaa119fe,explosions/fx_exp_generic_aerial_lg_looping
848c5b481575126,explosions/fx_exp_generic_lg
9f7e089edd68089,explosions/fx_exp_grenade_concrete
a2258603fd7408a,explosions/fx_exp_grenade_concussion
735ddfee8dfedc7,explosions/fx_exp_grenade_default
ad3d83edae4d96f,explosions/fx_exp_grenade_dirt
fb8eddf36744ff0,explosions/fx_exp_grenade_emp
c42b8374c1d1e8,explosions/fx_exp_grenade_flshbng
e492b7d3c96ffb2,explosions/fx_exp_grenade_flshbng_smk
2d16f11e5b5775e,explosions/fx_exp_grenade_glass
10a99f12003721,explosions/fx_exp_grenade_metal
7c599df0cf33aec,explosions/fx_exp_grenade_mud
92e0d911f8eaa7c,explosions/fx_exp_grenade_sand
ee9c3b85a22ec90,explosions/fx_exp_grenade_semtex_concrete
91b84390c7be2c4,explosions/fx_exp_grenade_semtex_default
96b54367da53272,explosions/fx_exp_grenade_semtex_dirt
265c8f77a744d9,explosions/fx_exp_grenade_semtex_glass
db95ec64c227926,explosions/fx_exp_grenade_semtex_metal
5c8d7480f25493b,explosions/fx_exp_grenade_semtex_mud
8ca9576a3d02819,explosions/fx_exp_grenade_semtex_sand
859c776e2b4b658,explosions/fx_exp_grenade_semtex_snow
5ced19a3eb910f2,explosions/fx_exp_grenade_semtex_wood
cad1f754df8b993,explosions/fx_exp_grenade_smoke
326d52a7bd445c7,explosions/fx_exp_grenade_smoke_light_flare
2f90959987ee632,explosions/fx_exp_grenade_smoke_nworld
ddb33910703b7e5,explosions/fx_exp_grenade_snow
eec0ceed2911e0,explosions/fx_exp_grenade_spark_bounce
ba002c60c7df2a0,explosions/fx_exp_grenade_surface_concrete_child
80edce8b04c83ee,explosions/fx_exp_grenade_surface_dirt_child
d0b57b57251cea3,explosions/fx_exp_grenade_surface_glass_child
a13f030e0e87128,explosions/fx_exp_grenade_surface_metal_child
f70a83cc8eeae11,explosions/fx_exp_grenade_surface_mud_child
a77a5c19fe46ef1,explosions/fx_exp_grenade_surface_sand_child
aaa61732a862904,explosions/fx_exp_grenade_surface_snow_child
9de41f37c2406ca,explosions/fx_exp_grenade_surface_wood_child
f190015ac9ded95,explosions/fx_exp_grenade_water
206d75150c2464e,explosions/fx_exp_grenade_water_shllw
60fafe2e7ced71c,explosions/fx_exp_grenade_water_surface_deep
50119b00da36293,explosions/fx_exp_grenade_wood
b23ef2bd528d594,explosions/fx_exp_gtower_market2_biodome
27357c0e2ae9c2,explosions/fx_exp_guard_tower_biodome
2aa13b7e53ad975,explosions/fx_exp_gunship_damage_01_lotus
85773a2c9f50aec,explosions/fx_exp_gunship_damage_02_lotus
193cef28a735217,explosions/fx_exp_headpopper_biodome
e7fc2cc3105da5b,explosions/fx_exp_house_inner_reverse_infection
b36fa21bb39e349,explosions/fx_exp_hunter_crash_bridge
feea28c577a5828,explosions/fx_exp_hunter_crash_bridge_child
9d7eecce994a30a,explosions/fx_exp_hunter_crash_impact_bridge
f1b62b9c8899e0c,explosions/fx_exp_hunter_crash_impact_bridge_below
324029371656758,explosions/fx_exp_hunter_crash_wasps
4099c5fdbb0bbe1,explosions/fx_exp_hunter_crash_wasps_burst
fa86469795dc8df,explosions/fx_exp_hunter_crash_wasps_burst_lg
f7c6e6979389ef2,explosions/fx_exp_hunter_crash_wasps_burst_sm
7c372717656599a,explosions/fx_exp_igc_rocket_newworld
b2294c59025d747,explosions/fx_exp_impact_ferriswheel_biodomes
daaebf3a33d1a49,explosions/fx_exp_impact_supertree_biodome
305822bd2c4fd7e,explosions/fx_exp_impact_xlrg_biodomes
2d78991a41b935f,explosions/fx_exp_lightning_fold_infection
a5a34c76e5a6833,explosions/fx_exp_lotus_shed_01
93d4e2d7ecc640f,explosions/fx_exp_lt_moving_shop_fall
e1400d8eb099023,explosions/fx_exp_macv_grenade
9faff96489b2088,explosions/fx_exp_metal_dir_md_evb
5dbe3775d2af969,explosions/fx_exp_metal_dir_sm_evb
e18a9aa32388326,explosions/fx_exp_missile_bldg_blkstn
163bf41db1399a6,explosions/fx_exp_missle_drop_prologue
185858e9da8cc61,explosions/fx_exp_missle_drop_prologue_runner
345bd05f3bb1179,explosions/fx_exp_molotov_lotus
e1977113fd9cf12,explosions/fx_exp_molotov_nearcam_veng
482b5e7c5d97c18,explosions/fx_exp_molotov_upstairs_veng
4cdc880b57011a3,explosions/fx_exp_molotov_ven
739cfe3be8bcbb6,explosions/fx_exp_mortar_ramses_vista
40f68d686ef1a91,explosions/fx_exp_mortar_ramses_vista_runner
6bb12f2ae888292,explosions/fx_exp_mortar_snow
ac5a3c172d0d853,explosions/fx_exp_mortar_snow_reverse
2f8011e6c00b9bb,explosions/fx_exp_mortar_snow_reverse_quick
87c51d5d962b17b,explosions/fx_exp_mortar_veng
511393848fa4ed6,explosions/fx_exp_mortar_veng_runner
cfb8cce40c28410,explosions/fx_exp_nuke_full_inf
2887dd13686bdb5,explosions/fx_exp_oil_tanker_biodome
d176dbf7ac25b0,explosions/fx_exp_outpost_biodomes
f496a7eef243032,explosions/fx_exp_phosphorus_prologue
3c49a8496374bd1,explosions/fx_exp_plane_cockpit_prologue
854caa4c27fcb3c,explosions/fx_exp_plane_crash_child_prologue
c3b37cefdaaab2b,explosions/fx_exp_plane_crash_prologue
359ce954ae41e73,explosions/fx_exp_plane_hanger_prologue
f64db352745884f,explosions/fx_exp_plane_prologue
149d8d173f1ca5f,explosions/fx_exp_plane_tail_2_prologue
ce2c034c25b1ac6,explosions/fx_exp_plane_tail_3_prologue
f1c2b5d2094d784,explosions/fx_exp_plane_tail_prologue
4ddf0253af32847,explosions/fx_exp_quadtank_death_01
4ddf1253af329fa,explosions/fx_exp_quadtank_death_02
4ddf2253af32bad,explosions/fx_exp_quadtank_death_03
5c214253bb55db8,explosions/fx_exp_quadtank_death_sm
7b07ac4ba7ebf41,explosions/fx_exp_robot_background_runner_prologue
e65512d53222c6f,explosions/fx_exp_robot_helper_os_zod_zmb
9a3176dffaddbe4,explosions/fx_exp_robot_helper_zod_zmb
97f5b94974ff987,explosions/fx_exp_robot_stage3_evb
3abe4a9ce6abd32,explosions/fx_exp_robot_torso_death
3878c9071a5d7d9,explosions/fx_exp_rocket_concrete
755604207b2a97a,explosions/fx_exp_rocket_concrete_sm
b9b30c262bffc37,explosions/fx_exp_rocket_default
8afe14dcc393fe5,explosions/fx_exp_rocket_default0
8afe04dcc393e32,explosions/fx_exp_rocket_default1
32ac000d4bb1514,explosions/fx_exp_rocket_default_sm
cb9656979e4ec2c,explosions/fx_exp_rocket_default_sm0
622e5f2e98262ff,explosions/fx_exp_rocket_dirt
34a6822d5740eac,explosions/fx_exp_rocket_dirt_sm
2cd68e35793df09,explosions/fx_exp_rocket_drone_sm
d0bcc3f8b6b0080,explosions/fx_exp_rocket_emp
c1601c7ead14b0e,explosions/fx_exp_rocket_glass
3c9398dbd200e47,explosions/fx_exp_rocket_glass_sm
55b4293e80d5bf1,explosions/fx_exp_rocket_metal
4a54185b46cc3a2,explosions/fx_exp_rocket_metal_sm
811983f647078fc,explosions/fx_exp_rocket_mud
baca75f14a61a49,explosions/fx_exp_rocket_mud_sm
26e05c87d492b2b,explosions/fx_exp_rocket_quadtank_default
53f22e0d096130f,explosions/fx_exp_rocket_quadtank_truck_sgen
dd03c4d7fd1976c,explosions/fx_exp_rocket_sand
2d1651290965e19,explosions/fx_exp_rocket_sand_sm
c7a279ab079a9cb,explosions/fx_exp_rocket_scaffold_nworld
27d824d6746db35,explosions/fx_exp_rocket_snow
6ad89ef9210ee,explosions/fx_exp_rocket_snow_sm
347360218ebff93,explosions/fx_exp_rocket_water_lg
b4b48701e0e6843,explosions/fx_exp_rocket_wood
267e256c11fa138,explosions/fx_exp_rocket_wood_sm
223788bf20768a8,explosions/fx_exp_safehouse_corner
d3abf096bc5d6ae,explosions/fx_exp_safehouse_entrance_veng
84390173d8673d4,explosions/fx_exp_safehouse_window_veng
b82645ba96231b5,explosions/fx_exp_sentry_turret
f4b9b495b3beab5,explosions/fx_exp_shell_napalm_entity_infection
2b68826841ac261,explosions/fx_exp_shell_napalm_infection
d826333175c7e8e,explosions/fx_exp_shell_napalm_spawner_infection
f491fb8c8f61ce0,explosions/fx_exp_ship_damage_os
999de595a8a98b5,explosions/fx_exp_ship_damage_os_sm
44ce216ae7df468,explosions/fx_exp_ship_damage_runner
fcfb56c4c9998a6,explosions/fx_exp_sky_bridge_lotus
fa4e863bb7fb2e6,explosions/fx_exp_sky_bridge_tower2_lotus
85dd29fae5ba3c8,explosions/fx_exp_smk_tendril_mid_md
83bcf9fae3eb849,explosions/fx_exp_smk_tendril_mid_sm
5188c4ecf32ea05,explosions/fx_exp_smk_tendril_sm_os_evb
e539c369bf9454e,explosions/fx_exp_smoke_wood_lg
f1db8d788a7d416,explosions/fx_exp_spike_launcher
e62f505ce69901c,explosions/fx_exp_spike_launcher_default
bd1f8aee411950e,explosions/fx_exp_spike_launcher_metal
7fdb9e660b02541,explosions/fx_exp_spike_launcher_sand
2c730567c4d8791,explosions/fx_exp_tigertank_death
294d9bba9ae3d5d,explosions/fx_exp_torso_blood_infection
e015a7c63e71507,explosions/fx_exp_torso_blood_infection_decal_ch
7cb26d1f85c51b4,explosions/fx_exp_tower_biodome
76bfd799ed6a3e0,explosions/fx_exp_train_car
aa0016982ef47f,explosions/fx_exp_train_car_impact
b75e295b44be23f,explosions/fx_exp_train_car_nworld
db4f4e33cba5096,explosions/fx_exp_truck_slomo_nworld
b14ecd0bc3ae63b,explosions/fx_exp_underwater_depth_charge
495403bbb7aac3d,explosions/fx_exp_underwater_depth_charge_sgen
96b1e2c4d887b50,explosions/fx_exp_underwater_lg
966fb2c4d845700,explosions/fx_exp_underwater_md
97c282c4d96ff81,explosions/fx_exp_underwater_sm
95349a89e929370,explosions/fx_exp_vtol_crash
e248e715200c5fc,explosions/fx_exp_vtol_crash_ramses
46cc943381688b9,explosions/fx_exp_vtol_crash_trail_prologue
3e879e90f1f4a5a,explosions/fx_exp_vtol_hanger_prologue
a219f3eaf3f3dc7,explosions/fx_exp_vtol_rocket_hit
9a59db47de5e7eb,explosions/fx_exp_vtol_super_tree_hit
d0b9363fdf5cb7e,explosions/fx_exp_wall_01_reverse_infection
e41dbe6b80cee6f,explosions/fx_exp_warlord_death
bb882a0f710e54,explosions/fx_prop_exp
97bcbd01d5264cc,explosions/fx_vexp_amws_death
e78af902f84621e,explosions/fx_vexp_hunter_death
25670e2704e7d7e,explosions/fx_vexp_hunter_death_lotus
33f1c72c245cd37,explosions/fx_vexp_hunter_death_sm
9eef066aa3a7d35,explosions/fx_vexp_hunter_trail_death
82419efd8a55584,explosions/fx_vexp_raps_death
b8d696874f5459a,explosions/fx_vexp_raps_death_core
f0de9b1a6b91cbc,explosions/fx_vexp_raps_death_mp
4945fecbb8c1cca,explosions/fx_vexp_raps_death_side
c39a8d85abbd3d3,explosions/fx_vexp_siegebot_sm_death
